price_log,sqft_living_log
0.38099491023003257,0.8231687629041166
-1.9278231799643715,-2.2130018606422706
0.6250043546818991,0.14059583887612492
0.26828951759093655,-0.24772172334690615
-1.1727763818209793,-0.1957801337910559
-1.4155228270016909,-0.10206972335903088
-0.6948764484499743,0.04898291219909759
0.08706280567796998,-1.1807221275224005
-0.7815018558075574,-0.6535939060477475
-0.2440108353717402,-0.761570914202692
0.34940332377615063,-0.05996716373842678
0.7797789884228683,1.1705477623331564
-0.2705357002668152,0.04898291219909759
0.16230243911091688,-0.37062794492157863
-1.8249394117648654,-1.0953214798117905
-1.4109337088574243,-0.9924876978592816
-0.324607866905424,-0.3393346500239357
-0.9588078372045437,0.5104855365928308
-0.6560649426238896,0.7027118150704873
-1.3836067740917766,-0.20313511082388766
1.550953221894235,0.7027118150704873
0.834220709640799,-0.7070039175887595
-0.052637204383706525,-0.49983974636988915
0.9925235063971346,0.8231687629041166
0.541321908625601,0.5653695778040272
-0.9961309169384094,-1.1164017521516227
0.8980547881377481,0.5762043379229216
0.36920345943979777,-1.3375153487875948
-0.6981432174302392,0.2659489551008974
0.923966124091916,0.5435592437740523
0.747085326475989,0.608431786138794
-1.3211882944063074,-1.0536828814862085
0.628492691217724,0.8717074099621408
1.1506794529931812,2.07245309632972
1.375004198060112,1.6686672448046134
0.8903728162356147,-0.418309075259211
-0.7883151055313145,-0.932743921115941
0.17530576266971104,1.3437768288403833
-1.5978512363680724,-1.579921252429086
1.1777144252862275,0.5325828523586489
0.004358128836370918,-0.9924876978592816
2.3210007139267783,0.9964443567948675
-1.4293504106810502,-1.1164017521516227
-0.5559298590912527,1.3357924232836695
0.6109930143944314,-0.6890744622253212
0.5576053791544728,0.16617045289734164
1.5123437617910436,0.9753102585804361
-0.9040333561697592,0.4881926668187874
-0.8436284134388442,0.6716755558186167
1.582226872829724,1.4145200132001237
-0.09150833187217505,-0.004903160544166226
-0.9294178289787298,-0.972415258237118
0.42367472687782215,-0.46691015531584296
-0.11617175869873216,-0.277890680870736
-0.7302622759070057,1.011952036894836
-0.9440616305722936,0.4769718115433058
-1.6638917912098021,-1.554603674053644
2.2895270109118293,1.3754637604048512
1.7708751502706013,2.3810682876067353
-0.6818597469013675,-0.972415258237118
0.506527128610373,0.9936977697400625
-0.4661844446401357,0.6296899531748048
-0.5316218209829963,-0.087957205528764
1.3015994431314046,1.5503115715353717
-0.3521729516464795,-0.13053418264866212
0.14045044091792852,-1.4558036445150264
-0.19194154900562443,-0.6890744622253212
0.9954542906841001,1.5649574142102658
-0.2973984706116988,0.597735048859253
-0.4661844446401357,0.062276229824473166
-0.49567721847697527,0.2165536892675759
-0.489745571935566,-0.24772172334690615
-0.7477619527302982,-1.6574374560061529
1.5576938742670117,0.3619254336124846
-0.8157903991780181,0.9098759862893576
-1.553147067196411,-0.35493270508749086
-0.6179548880889457,-1.4801427502255302
-1.290658510489256,0.16617045289734164
1.889150949985481,1.6155575226777654
-2.2705266767678665,-1.0953214798117905
0.936050391862333,-0.4023148764860444
1.4776794367293071,1.4529799639819159
-1.256300129931386,0.14059583887612492
-1.7162195124012967,-1.1807221275224005
-0.7544668835145149,-0.05996716373842678
1.3475250544717368,0.2781479031256915
0.44659559336522936,0.16617045289734164
0.935899765128812,0.4201053370479213
1.8698932914388395,1.1447988719381332
-0.9221338875219884,-1.0744161495078108
0.05070502646680774,-0.2627610387288536
-1.8305253725281185,-1.0127213636227632
0.8749244031490008,1.3277826300672189
0.0960551389427758,0.2289936051368463
0.6030705293520263,0.5544880151203727
0.5028308981196921,-0.972415258237118
